lsoa_code,dpi_score,dpi_z,lisa_I,lisa_p,lisa_class,gistar_z,gistar_p,gistar_class
E01002266,0.95,-0.4505747721211432,0.6504066970380208,0.08,Not sig,-1.5518089930050085,0.94,Not sig
E01002271,0.95,-0.4505747721211432,0.22259089716158884,0.49,Not sig,-0.7824199592206291,0.79,Not sig
E01002308,0.954,-0.21889117625361443,0.17152749066066297,0.4,Not sig,-0.773752549344595,0.85,Not sig
E01002361,0.933,-1.4352300545581342,2.54678851155527,0.01,LL (coldspot),-2.1727438672485824,0.98,Not sig
E01002244,0.957,-0.04512847935296781,0.02000701903897563,0.81,Not sig,-0.6363128507074335,0.77,Not sig
E01002246,0.922,-2.0723599431938386,-0.06652148161525163,0.69,Not sig,-1.7467124663581264,0.97,Not sig
E01002255,0.948,-0.5664165700549076,0.48486451546887194,0.13,Not sig,-1.8817138286753863,0.95,Not sig
E01002299,0.93,-1.608992751458781,0.871419738411179,0.04,LL (coldspot),-2.6547273876294444,1.0,Not sig
E01002339,0.94,-1.0297837617899652,0.49381758441426016,0.13,Not sig,-1.5047128296460384,0.96,Not sig
E01002384,0.934,-1.377309155591252,1.4342856002805182,0.03,LL (coldspot),-2.3342881543312592,0.98,Not sig
E01002390,0.947,-0.6243374690217899,0.5272135875889163,0.09,Not sig,-1.6798467901060565,0.96,Not sig
E01002275,0.932,-1.4931509535250165,1.228748871834941,0.01,LL (coldspot),-1.6473740409488467,0.97,Not sig
E01002279,0.937,-1.2035464586906055,1.2045373533003119,0.03,LL (coldspot),-2.493491334920766,0.99,Not sig
E01002282,0.937,-1.2035464586906055,0.7653612484354181,0.09,Not sig,-1.7792135317531006,0.95,Not sig
E01002319,0.953,-0.2768120752204966,0.08375079353964242,0.55,Not sig,-0.46210618626574723,0.81,Not sig
E01002325,0.933,-1.4352300545581342,0.999980168456199,0.04,LL (coldspot),-2.1566976922152077,0.98,Not sig
E01002360,0.91,-2.767410730796425,3.758149831024204,0.01,LL (coldspot),-2.165526050280067,0.97,Not sig
E01002313,0.938,-1.1456255597237297,1.272644525711853,0.03,LL (coldspot),-1.8858974439268572,0.99,Not sig
E01002330,0.945,-0.7401792669555542,0.42782417132203526,0.15,Not sig,-1.5878663951573444,0.92,Not sig
E01002369,0.942,-0.9139419638562009,0.9014603384840618,0.08,Not sig,-1.8837078121870676,0.96,Not sig
E01002379,0.963,0.30239691444832545,-0.16690384779442655,0.34,Not sig,-0.5464137357707334,0.69,Not sig
E01002388,0.957,-0.04512847935296781,0.037323987905959644,0.77,Not sig,-0.620206531143193,0.86,Not sig
E01033784,0.967,0.5340805103158542,-0.46749564160280116,0.1,Not sig,-0.25988096585564774,0.61,Not sig
E01002248,0.941,-0.9718628628230831,0.01008399072647316,0.95,Not sig,-0.7629256770574045,0.84,Not sig
E01002269,0.948,-0.5664165700549076,0.3536350877597311,0.25,Not sig,-0.58958458494295,0.82,Not sig
E01002353,0.952,-0.33473297418737885,0.07811710314536587,0.63,Not sig,-0.8577075023907754,0.83,Not sig
E01002265,0.916,-2.4198853369951316,2.647694107779167,0.01,LL (coldspot),-3.0316025707153957,0.99,Not sig
E01002270,0.948,-0.5664165700549076,0.3085249719847126,0.2,Not sig,-1.3144104322137096,0.89,Not sig
E01002321,0.932,-1.4931509535250165,1.6132966706708964,0.01,LL (coldspot),-2.8491807491968357,0.99,Not sig
E01002345,0.968,0.5920014092827365,-0.5067656767896777,0.11,Not sig,-0.4677635463585444,0.67,Not sig
E01002349,0.932,-1.4931509535250165,1.970045833446424,0.01,LL (coldspot),-1.9322515951206207,0.98,Not sig
E01002377,0.956,-0.10304937831985,0.013271935541100559,0.92,Not sig,-0.402144327188429,0.67,Not sig
E01002329,0.952,-0.33473297418737885,0.22449676572509247,0.43,Not sig,-1.225906796202381,0.9,Not sig
E01002337,0.953,-0.2768120752204966,0.14556770322686746,0.28,Not sig,-0.7906870312420267,0.8,Not sig
E01002374,0.947,-0.6243374690217899,0.6480986142556706,0.11,Not sig,-1.639620693725005,0.96,Not sig
E01002257,0.932,-1.4931509535250165,1.3473563856927793,0.03,LL (coldspot),-2.5543915563593207,0.99,Not sig
E01002263,0.948,-0.5664165700549076,0.9004243698811535,0.03,LL (coldspot),-2.442295247036855,0.98,Not sig
E01002312,0.918,-2.304043539061367,2.3192857137636516,0.02,LL (coldspot),-3.7012308439207993,1.0,Not sig
E01002254,0.939,-1.0877046607568475,1.2911028549077401,0.02,LL (coldspot),-2.5896593446177936,0.99,Not sig
E01002294,0.923,-2.014439044226956,1.0826725938368311,0.04,LL (coldspot),-2.499841197522157,0.98,Not sig
E01002334,0.946,-0.682258367988672,0.6542800111419136,0.04,LL (coldspot),-1.6830008393260432,0.97,Not sig
E01002252,0.925,-1.898597246293192,2.1200973033317743,0.02,LL (coldspot),-2.707767476717881,0.99,Not sig
E01002253,0.941,-0.9718628628230831,0.8078102953220005,0.05,Not sig,-1.7158179767000166,0.95,Not sig
E01002285,0.92,-2.188201741127603,3.098325366977348,0.01,LL (coldspot),-4.630523945022969,1.0,Not sig
E01002250,0.959,0.0707133185807966,-0.05271287585481507,0.55,Not sig,-0.8829720766669145,0.84,Not sig
E01002273,0.947,-0.6243374690217899,0.4802027438851791,0.16,Not sig,-1.2640717214845776,0.95,Not sig
E01002368,0.94,-1.0297837617899652,0.3844665821696854,0.17,Not sig,-1.4742202708740295,0.91,Not sig
E01002389,0.936,-1.2614673576574877,0.6962496831166594,0.08,Not sig,-1.6926009676710914,0.94,Not sig
E01002260,0.943,-0.8560210648893186,0.6633579500754101,0.08,Not sig,-1.2737789780718853,0.94,Not sig
E01002268,0.954,-0.21889117625361443,0.11130521556421756,0.5,Not sig,-0.6604551100948397,0.76,Not sig
E01002277,0.93,-1.608992751458781,0.9113601555235789,0.04,LL (coldspot),-2.6317747132838627,0.99,Not sig
E01002311,0.934,-1.377309155591252,1.159061903938082,0.03,LL (coldspot),-1.5476396224683404,0.97,Not sig
E01002387,0.938,-1.1456255597237297,0.7263162394536307,0.09,Not sig,-1.9690809606225401,0.96,Not sig
E01002259,0.947,-0.6243374690217899,0.7441867123754006,0.1,Not sig,-1.8956318540477661,0.96,Not sig
E01002305,0.95,-0.4505747721211432,0.34096258906639637,0.16,Not sig,-1.1125498031997234,0.88,Not sig
E01002348,0.92,-2.188201741127603,2.7603450683990016,0.02,LL (coldspot),-3.4512087933100517,1.0,Not sig
E01002370,0.96,0.12863421754767881,-0.061684638017596674,0.61,Not sig,-0.27689816378386034,0.69,Not sig
E01002276,0.961,0.18655511651456103,-0.30881018226348467,0.28,Not sig,-1.5775286857287838,0.96,Not sig
E01002296,0.943,-0.8560210648893186,0.8195397053561331,0.01,LL (coldspot),-1.6585909741552063,0.95,Not sig
E01002304,0.94,-1.0297837617899652,1.257286400085462,0.01,LL (coldspot),-2.232572585329078,0.97,Not sig
E01002391,0.941,-0.9718628628230831,1.2165914157884572,0.05,Not sig,-2.319675040710804,0.98,Not sig
E01002344,0.943,-0.8560210648893186,0.417575323851326,0.09,Not sig,-1.6884890118489697,0.93,Not sig
E01002385,0.953,-0.2768120752204966,0.37234846988922243,0.16,Not sig,-1.9449183233685723,0.97,Not sig
E01034614,0.983,1.4608148937859695,0.3007263966735816,0.33,Not sig,1.8128650768431127,0.03,Hotspot (Gi*)
E01002395,0.963,0.30239691444832545,0.01262593878439253,0.85,Not sig,0.2914161124241705,0.41,Not sig
E01002445,0.959,0.0707133185807966,-0.019574300462058762,0.83,Not sig,-0.22437757155097654,0.6,Not sig
E01002546,0.959,0.0707133185807966,0.01564939877563492,0.9,Not sig,0.16857548100511882,0.53,Not sig
E01034616,0.99,1.866261186554145,1.375068066608893,0.07,Not sig,2.158866479482305,0.02,Hotspot (Gi*)
E01002398,0.975,0.9974477020509118,0.37384144189244445,0.24,Not sig,1.4024643012884448,0.09,Not sig
E01002466,0.943,-0.8560210648893186,0.2204297975332591,0.25,Not sig,-0.9201204167541912,0.91,Not sig
E01002493,0.96,0.12863421754767881,0.11712999042053773,0.51,Not sig,0.8760115917845134,0.16,Not sig
E01002542,0.956,-0.10304937831985,0.02852531226287124,0.76,Not sig,-0.47765140489786145,0.73,Not sig
E01034611,0.962,0.2444760154814432,0.14001005550319373,0.56,Not sig,0.7400591625437484,0.21,Not sig
E01002394,0.961,0.18655511651456103,0.05857477961957155,0.68,Not sig,0.44758688038705086,0.34,Not sig
E01002409,0.94,-1.0297837617899652,0.8099413909031172,0.05,Not sig,-1.773075848916884,0.96,Not sig
E01002450,0.986,1.634577590686616,0.3996150163659221,0.23,Not sig,1.3409459616742505,0.02,Hotspot (Gi*)
E01002468,0.947,-0.6243374690217899,0.2270674316342824,0.31,Not sig,-1.1773014757400604,0.91,Not sig
E01002469,0.94,-1.0297837617899652,1.2274633994733073,0.03,LL (coldspot),-2.9423877373293923,1.0,Not sig
E01002523,0.968,0.5920014092827365,-0.10672438227804414,0.57,Not sig,0.3428003899967417,0.38,Not sig
E01002550,0.962,0.2444760154814432,-0.05958232999126731,0.67,Not sig,-0.05139099242747671,0.65,Not sig
E01002484,0.93,-1.608992751458781,0.3754928925988994,0.22,Not sig,-2.1566111264308754,0.98,Not sig
E01002413,0.942,-0.9139419638562009,-0.42194816526733614,0.2,Not sig,-0.6026112686458746,0.73,Not sig
E01002416,0.954,-0.21889117625361443,0.05847865846207214,0.7,Not sig,-0.43861376961670107,0.77,Not sig
E01002420,0.967,0.5340805103158542,-0.1257439177679525,0.44,Not sig,0.24891759726080434,0.45,Not sig
E01002492,0.974,0.9395268030840297,0.7375953149442724,0.12,Not sig,1.4983971063309982,0.05,Not sig
E01002501,0.955,-0.16097027728673222,0.11215420446806658,0.54,Not sig,-0.7296757583959815,0.78,Not sig
E01002529,0.978,1.1712103989515585,0.33155789108353523,0.27,Not sig,1.558147362075033,0.03,Hotspot (Gi*)
E01002553,0.936,-1.2614673576574877,0.8423803298623116,0.06,Not sig,-2.0114844773679037,0.98,Not sig
E01002393,0.951,-0.39265387315426103,0.03477702119441236,0.76,Not sig,-0.40307533691811565,0.81,Not sig
E01002429,0.965,0.4182387123820898,-0.1545331454381554,0.5,Not sig,0.21490748046989525,0.43,Not sig
E01002457,0.952,-0.33473297418737885,0.07973277271026351,0.7,Not sig,-0.50936313836929,0.75,Not sig
E01002487,0.953,-0.2768120752204966,-0.21197275136177923,0.46,Not sig,0.3865131190991393,0.4,Not sig
E01002491,0.96,0.12863421754767881,0.1189926428001016,0.59,Not sig,0.913695548874994,0.13,Not sig
E01002518,0.963,0.30239691444832545,-0.07494956686381189,0.71,Not sig,0.043096415536209555,0.49,Not sig
E01002528,0.952,-0.33473297418737885,-0.16423333158928155,0.44,Not sig,0.18572423635528226,0.49,Not sig
E01002547,0.978,1.1712103989515585,0.4026258102313663,0.11,Not sig,1.0416589079450984,0.03,Hotspot (Gi*)
E01002471,0.961,0.18655511651456103,-0.06028506098965282,0.7,Not sig,-0.24930265163334042,0.65,Not sig
E01002417,0.954,-0.21889117625361443,0.017485250150807177,0.85,Not sig,-0.3117654197457967,0.67,Not sig
E01002399,0.969,0.6499223082496186,0.26429385247996234,0.29,Not sig,0.842206816779118,0.15,Not sig
E01002421,0.946,-0.682258367988672,0.011030773672364371,0.89,Not sig,-0.6093430095766619,0.78,Not sig
E01002427,0.939,-1.0877046607568475,0.8523470622834199,0.05,Not sig,-2.060601258158378,0.97,Not sig
E01002431,0.947,-0.6243374690217899,0.46935408764585484,0.14,Not sig,-0.9689873905679935,0.88,Not sig
E01002483,0.945,-0.7401792669555542,0.2661360568333337,0.25,Not sig,-0.9408483482891093,0.83,Not sig
E01002415,0.96,0.12863421754767881,-0.029398663438489212,0.83,Not sig,-0.03851827828029391,0.6,Not sig
E01002418,0.945,-0.7401792669555542,0.19774525083116978,0.34,Not sig,-0.7875718407062575,0.88,Not sig
E01002422,0.946,-0.682258367988672,0.2547190513485421,0.28,Not sig,-0.8751626919113334,0.82,Not sig
E01002456,0.956,-0.10304937831985,0.0352401139719115,0.77,Not sig,-0.18250493140487517,0.68,Not sig
E01002465,0.954,-0.21889117625361443,0.22752364118893775,0.33,Not sig,-1.457759835313435,0.92,Not sig
E01002514,0.938,-1.1456255597237297,0.6157234689560156,0.23,Not sig,-1.5009727358129976,0.91,Not sig
E01002530,0.928,-1.7248345493925452,0.41751265042697144,0.14,Not sig,-1.5361921400374412,0.96,Not sig
E01002396,0.956,-0.10304937831985,0.006142639899403314,0.91,Not sig,-0.20213151774690546,0.65,Not sig
E01002511,0.928,-1.7248345493925452,0.627310982533664,0.16,Not sig,-1.909043391945449,0.94,Not sig
E01002531,0.958,0.012792419613914401,0.003868388219572089,0.97,Not sig,0.2625035710526053,0.43,Not sig
E01002403,0.97,0.7078432072165008,-0.16519036095298095,0.39,Not sig,0.694098039186071,0.27,Not sig
E01002404,0.965,0.4182387123820898,0.03563123786244175,0.83,Not sig,0.5989306248971099,0.28,Not sig
E01002410,0.957,-0.04512847935296781,0.027055165397235934,0.82,Not sig,-0.5013641069660727,0.77,Not sig
E01002424,0.964,0.36031781341520763,-0.15400214400387585,0.47,Not sig,-0.16763286862425172,0.64,Not sig
E01002452,0.965,0.4182387123820898,0.06764253077473557,0.59,Not sig,0.5484851422062912,0.28,Not sig
E01002489,0.98,1.2870521968853228,0.37429116901950665,0.2,Not sig,1.1608220502229756,0.07,Not sig
E01002503,0.947,-0.6243374690217899,-0.11044631803358079,0.51,Not sig,-0.18614530250536837,0.64,Not sig
E01002551,0.942,-0.9139419638562009,0.5706082125462123,0.11,Not sig,-1.2389791691462781,0.92,Not sig
E01034605,0.97,0.7078432072165008,-0.46243249390214497,0.22,Not sig,-0.03733773868852416,0.63,Not sig
E01002397,0.969,0.6499223082496186,-0.06697408982125752,0.7,Not sig,0.3761221748370038,0.33,Not sig
E01002402,0.945,-0.7401792669555542,0.07627501330493595,0.73,Not sig,-0.6180465846135014,0.72,Not sig
E01002408,0.936,-1.2614673576574877,0.539159237865085,0.13,Not sig,-1.8986765155162597,0.96,Not sig
E01002506,0.964,0.36031781341520763,0.2498310337481102,0.38,Not sig,0.9014791669493967,0.15,Not sig
E01002508,0.932,-1.4931509535250165,0.08468056108121859,0.61,Not sig,-1.000221825165358,0.92,Not sig
E01002539,0.958,0.012792419613914401,-0.013025236303599579,0.9,Not sig,-0.951877489334821,0.8,Not sig
E01002552,0.951,-0.39265387315426103,0.10300561714211176,0.62,Not sig,-0.8788115521510388,0.82,Not sig
E01002425,0.96,0.12863421754767881,-0.03933280946283003,0.72,Not sig,0.04108190919449776,0.56,Not sig
E01002451,0.971,0.7657641061833831,0.20938783019156942,0.28,Not sig,1.2093080829437444,0.13,Not sig
E01002453,0.947,-0.6243374690217899,0.05529704117831631,0.74,Not sig,-0.6792264158571514,0.78,Not sig
E01002467,0.898,-3.4624615183990115,0.9584511582781848,0.02,LL (coldspot),-4.254844392505952,1.0,Not sig
E01002490,0.973,0.8816059041171475,0.42999780596714576,0.2,Not sig,1.2030547249845331,0.12,Not sig
E01002526,0.976,1.055368601017794,0.33136578817557005,0.24,Not sig,1.1710970548362458,0.09,Not sig
E01002534,0.916,-2.4198853369951316,0.8100154160439955,0.08,Not sig,-2.3181283109171607,0.99,Not sig
E01034612,0.977,1.1132894999846763,0.26142545959173685,0.35,Not sig,0.9735879942392123,0.09,Not sig
E01002401,0.944,-0.7981001659224365,0.3265847439072755,0.2,Not sig,-1.501639842687612,0.93,Not sig
E01002419,0.965,0.4182387123820898,-0.17875790764205315,0.45,Not sig,0.10839830894103519,0.52,Not sig
E01002426,0.946,-0.682258367988672,0.17568501534545738,0.38,Not sig,-1.230161052255231,0.9,Not sig
E01002437,0.911,-2.7094898318295426,0.8396972670231252,0.06,Not sig,-3.08948454745279,1.0,Not sig
E01002482,0.959,0.0707133185807966,-0.042101084858258274,0.75,Not sig,-0.4633492477376364,0.76,Not sig
E01002513,0.925,-1.898597246293192,-0.1342561119336195,0.47,Not sig,-1.9234689320768545,0.94,Not sig
E01002537,0.954,-0.21889117625361443,0.1155313401323889,0.58,Not sig,-0.827963109077226,0.85,Not sig
E01002498,0.946,-0.682258367988672,0.16909884567853373,0.46,Not sig,-0.6961943140176056,0.86,Not sig
E01002502,0.947,-0.6243374690217899,0.18186469730376395,0.44,Not sig,-0.6322898743965578,0.76,Not sig
E01002543,0.949,-0.5084956710880254,0.018038881995387016,0.83,Not sig,-0.5998248696222539,0.73,Not sig
E01002423,0.941,-0.9718628628230831,0.5012244549721576,0.09,Not sig,-1.6396628345807727,0.95,Not sig
E01002449,0.973,0.8816059041171475,0.4878696666681941,0.24,Not sig,1.0746003574416305,0.09,Not sig
E01002488,0.968,0.5920014092827365,0.16530369798986772,0.45,Not sig,0.8912238415574224,0.17,Not sig
E01002545,0.968,0.5920014092827365,0.17216154875292433,0.41,Not sig,0.7224883113566722,0.19,Not sig
E01002549,0.947,-0.6243374690217899,0.5404730563258683,0.1,Not sig,-0.9025258291723941,0.91,Not sig
E01034601,0.96,0.12863421754767881,-0.08031116181323558,0.72,Not sig,-0.5105386002826716,0.7,Not sig
E01002411,0.959,0.0707133185807966,-0.007286963518677308,0.94,Not sig,0.12524863135320002,0.48,Not sig
E01002435,0.949,-0.5084956710880254,0.20334436053345856,0.3,Not sig,-0.6913130420288982,0.81,Not sig
E01002459,0.938,-1.1456255597237297,1.0304463583220727,0.06,Not sig,-2.2504831860434718,0.99,Not sig
E01002463,0.951,-0.39265387315426103,0.14280563144493752,0.48,Not sig,-0.7577592086855189,0.8,Not sig
E01002464,0.962,0.2444760154814432,-0.1364523703506204,0.33,Not sig,-0.20561449310264573,0.68,Not sig
E01002478,0.947,-0.6243374690217899,0.14570250983935112,0.5,Not sig,-1.2419868726164334,0.89,Not sig
E01002428,0.958,0.012792419613914401,-0.00301184733184495,0.99,Not sig,-0.05867227087891371,0.62,Not sig
E01002432,0.94,-1.0297837617899652,0.6173700155217644,0.07,Not sig,-1.0907133503016644,0.91,Not sig
E01002436,0.946,-0.682258367988672,0.1592195911781481,0.48,Not sig,-0.8607173489738664,0.81,Not sig
E01002448,0.942,-0.9139419638562009,-0.814559354713585,0.06,Not sig,-0.02620121703628358,0.55,Not sig
E01002455,0.948,-0.5664165700549076,0.2781781668269741,0.19,Not sig,-0.8495240330957551,0.86,Not sig
E01002470,0.944,-0.7981001659224365,0.7448261260216481,0.06,Not sig,-2.202971931868568,0.99,Not sig
E01002472,0.942,-0.9139419638562009,0.27945834172090633,0.29,Not sig,-1.5959630774687317,0.93,Not sig
E01002496,0.945,-0.7401792669555542,0.06341345874333475,0.53,Not sig,-0.9162208144411934,0.82,Not sig
E01002519,0.957,-0.04512847935296781,-0.0031911845375501282,0.96,Not sig,-0.009853059457034059,0.56,Not sig
E01032577,0.954,-0.21889117625361443,0.049498143754707395,0.65,Not sig,-0.5314866547794727,0.73,Not sig
E01002481,0.939,-1.0877046607568475,0.32629011707538497,0.24,Not sig,-1.326109231045951,0.92,Not sig
E01002535,0.955,-0.16097027728673222,0.1710923166333313,0.31,Not sig,-1.346158721193281,0.91,Not sig
E01002536,0.966,0.47615961134897206,-0.6006598067510054,0.08,Not sig,-1.0660712028247317,0.88,Not sig
E01002540,0.946,-0.682258367988672,0.13616799734391508,0.52,Not sig,-1.2231083424384535,0.88,Not sig
E01002509,0.941,-0.9718628628230831,0.13392456623827778,0.44,Not sig,-0.8580248956791302,0.86,Not sig
E01002525,0.944,-0.7981001659224365,0.020608153834127608,0.81,Not sig,-0.7464361953230756,0.76,Not sig
E01002412,0.96,0.12863421754767881,-0.05263746931685778,0.68,Not sig,-0.13859810318863355,0.6,Not sig
E01002414,0.952,-0.33473297418737885,0.07327009445067259,0.65,Not sig,-0.6591771011439477,0.78,Not sig
E01002460,0.933,-1.4352300545581342,0.11227250130337028,0.45,Not sig,-1.7250782982522972,0.95,Not sig
E01002462,0.983,1.4608148937859695,-0.8062768336544918,0.06,Not sig,0.9317250961767232,0.21,Not sig
E01002477,0.957,-0.04512847935296781,0.01314557854451029,0.9,Not sig,-0.3983414296756575,0.66,Not sig
E01002479,0.948,-0.5664165700549076,0.36457087340215955,0.24,Not sig,-1.0850180653544883,0.89,Not sig
E01002480,0.968,0.5920014092827365,-0.6224919084162578,0.04,HL (high-low),-0.3537477845743204,0.68,Not sig
E01002548,0.93,-1.608992751458781,0.24568653698360243,0.26,Not sig,-1.6250680734882001,0.96,Not sig
E01034607,0.946,-0.682258367988672,-0.22607133433688967,0.39,Not sig,-0.3497354111025012,0.7,Not sig
E01002392,0.958,0.012792419613914401,0.000997212999076901,0.99,Not sig,-0.007029896468865448,0.52,Not sig
E01002485,0.954,-0.21889117625361443,0.12609665155281827,0.54,Not sig,-0.8960893873767193,0.82,Not sig
E01002541,0.958,0.012792419613914401,0.0022218361217970716,0.99,Not sig,0.22810929597987936,0.44,Not sig
E01002544,0.97,0.7078432072165008,0.27964786559852645,0.26,Not sig,1.0467150331198867,0.14,Not sig
E01002433,0.961,0.18655511651456103,-0.15429238947149368,0.39,Not sig,-0.4056450570642751,0.69,Not sig
E01002486,0.965,0.4182387123820898,0.04976234914804878,0.76,Not sig,0.5220554197815744,0.27,Not sig
E01002495,0.952,-0.33473297418737885,0.07327009445067292,0.63,Not sig,-0.5866415465243898,0.79,Not sig
E01002516,0.971,0.7657641061833831,-0.21197275136177843,0.26,Not sig,0.429527193433699,0.42,Not sig
E01002520,0.966,0.47615961134897206,-0.06745434709116804,0.73,Not sig,0.2140406016771009,0.39,Not sig
E01002521,0.952,-0.33473297418737885,0.008643311854766947,0.92,Not sig,-0.39064362367314936,0.66,Not sig
E01034608,0.985,1.576656691719734,0.02016925398754479,0.86,Not sig,1.670427001225554,0.06,Not sig
E01002430,0.947,-0.6243374690217899,0.3536350877597311,0.19,Not sig,-0.6167425842452035,0.89,Not sig
E01002439,0.928,-1.7248345493925452,1.1767828047178552,0.03,LL (coldspot),-2.7489609056421442,1.0,Not sig
E01002512,0.945,-0.7401792669555542,0.46212165015297185,0.14,Not sig,-1.0437976259472883,0.88,Not sig
E01002434,0.945,-0.7401792669555542,0.36923264498585284,0.21,Not sig,-0.9069043447625164,0.93,Not sig
E01002476,0.963,0.30239691444832545,-0.15376752194719587,0.55,Not sig,-0.37126370165602773,0.69,Not sig
E01002497,0.961,0.18655511651456103,-0.07685340240790832,0.65,Not sig,-0.12612688579811338,0.6,Not sig
E01002505,0.957,-0.04512847935296781,-0.012484987535344529,0.9,Not sig,0.24622744758671883,0.41,Not sig
E01002507,0.965,0.4182387123820898,0.24759790714654686,0.29,Not sig,1.018414627550653,0.13,Not sig
E01002527,0.945,-0.7401792669555542,0.49427553655697465,0.13,Not sig,-1.1852288324671192,0.9,Not sig
E01002538,0.938,-1.1456255597237297,0.5383085296076842,0.13,Not sig,-1.5914096762505845,0.93,Not sig
E01002400,0.949,-0.5084956710880254,0.3911042162707094,0.19,Not sig,-1.1573325917103288,0.88,Not sig
E01002440,0.945,-0.7401792669555542,0.6593321534308564,0.11,Not sig,-1.9155161579444056,0.97,Not sig
E01002474,0.957,-0.04512847935296781,0.033076429504623965,0.68,Not sig,-0.9039420546075033,0.82,Not sig
E01002405,0.961,0.18655511651456103,0.03840462484952135,0.8,Not sig,0.5403182448201734,0.35,Not sig
E01002442,0.937,-1.2035464586906055,1.6576555567323434,0.08,Not sig,-1.5436068347643113,0.96,Not sig
E01002475,0.948,-0.5664165700549076,0.3126258916006242,0.27,Not sig,-1.217423993232417,0.89,Not sig
E01002446,0.965,0.4182387123820898,-0.035024318565592814,0.77,Not sig,0.3154916687897829,0.42,Not sig
E01002454,0.95,-0.4505747721211432,-0.07883748994089197,0.49,Not sig,-0.09208342239415056,0.63,Not sig
E01002458,0.948,-0.5664165700549076,0.2617744883633303,0.35,Not sig,-0.861195078641364,0.87,Not sig
E01002494,0.959,0.0707133185807966,-0.03964361746958197,0.76,Not sig,-0.6281993042101648,0.75,Not sig
E01002533,0.947,-0.6243374690217899,0.7224893998967515,0.1,Not sig,-1.297172249607245,0.96,Not sig
E01002447,0.979,1.2291312979184408,0.4072817068038784,0.16,Not sig,1.543910352137161,0.07,Not sig
E01002461,0.961,0.18655511651456103,-0.060285060989652584,0.65,Not sig,-0.2612219988236915,0.65,Not sig
E01002443,0.981,1.344973095852205,0.6404218665951699,0.06,Not sig,1.9717622001572424,0.02,Hotspot (Gi*)
E01002499,0.947,-0.6243374690217899,0.22505842121959277,0.32,Not sig,-0.6742619407846249,0.75,Not sig
E01002438,0.959,0.0707133185807966,-0.09056780280159638,0.67,Not sig,-1.2314516464163834,0.9,Not sig
E01002473,0.943,-0.8560210648893186,0.6619413355150423,0.07,Not sig,-1.6887011466228343,0.93,Not sig
E01002441,0.934,-1.377309155591252,1.0061598504145053,0.02,LL (coldspot),-2.356071414031676,0.99,Not sig
E01002444,0.955,-0.16097027728673222,-0.007238945536521714,0.89,Not sig,0.07015086042364851,0.58,Not sig
E01002580,0.961,0.18655511651456103,0.18607897227310316,0.49,Not sig,0.8923470323239855,0.2,Not sig
E01002627,0.965,0.4182387123820898,0.23548552604459802,0.38,Not sig,1.0150543853816223,0.18,Not sig
E01002673,0.963,0.30239691444832545,0.038898590478853856,0.82,Not sig,0.5476419367518529,0.3,Not sig
E01002689,0.94,-1.0297837617899652,-0.4903414357869024,0.13,Not sig,-0.743905071386516,0.82,Not sig
E01033030,0.992,1.9821029844879094,0.025355893095536045,0.78,Not sig,2.146908903127598,0.02,Hotspot (Gi*)
E01033081,0.977,1.1132894999846763,-0.4371374341105171,0.17,Not sig,0.7024748943671151,0.26,Not sig
E01034034,0.976,1.055368601017794,1.037393011372755,0.03,HH (hotspot),1.921198752127312,0.02,Hotspot (Gi*)
E01034043,0.98,1.2870521968853228,0.3146533928108473,0.43,Not sig,0.8999078648487352,0.16,Not sig
E01002567,0.955,-0.16097027728673222,-0.0710534187710782,0.68,Not sig,0.20269230403694388,0.48,Not sig
E01002602,0.96,0.12863421754767881,-0.030640431691531817,0.86,Not sig,-0.01457211219953447,0.55,Not sig
E01002690,0.982,1.4028939948190873,0.0992032899906294,0.42,Not sig,1.0649062187405243,0.05,Not sig
E01033000,0.975,0.9974477020509118,0.5789358317843407,0.09,Not sig,1.8309428867129394,0.06,Not sig
E01033083,0.995,2.155865681388556,2.724763790090943,0.01,HH (hotspot),3.441978924624196,0.01,Hotspot (Gi*)
E01034041,0.977,1.1132894999846763,1.0889538105928684,0.07,Not sig,1.7568180480727584,0.01,Hotspot (Gi*)
E01034046,0.962,0.2444760154814432,0.07746886038626373,0.6,Not sig,0.5011474802087253,0.3,Not sig
E01002556,0.952,-0.33473297418737885,0.10816855705246213,0.52,Not sig,-0.6662608456858452,0.77,Not sig
E01002561,0.96,0.12863421754767881,0.04138212698493905,0.84,Not sig,0.41390056137579984,0.36,Not sig
E01002588,0.958,0.012792419613914401,0.009055027327563395,0.89,Not sig,0.5761677329063127,0.26,Not sig
E01002600,0.967,0.5340805103158542,0.3935124729724993,0.19,Not sig,1.329182586078666,0.16,Not sig
E01002613,0.959,0.0707133185807966,-0.0168437811413074,0.91,Not sig,-0.13850662677952857,0.57,Not sig
E01002646,0.972,0.8236850051502652,1.060125595419088,0.03,HH (hotspot),1.8312566852091368,0.02,Hotspot (Gi*)
E01002656,0.967,0.5340805103158542,-0.05503666456074203,0.67,Not sig,0.35077168156707234,0.41,Not sig
E01002665,0.947,-0.6243374690217899,-0.6010466613007963,0.11,Not sig,0.24894196576033714,0.42,Not sig
E01034032,0.972,0.8236850051502652,0.022464068206510097,0.83,Not sig,0.7660396732124777,0.21,Not sig
E01002574,0.962,0.2444760154814432,0.027402189362737545,0.76,Not sig,0.4285972188339444,0.35,Not sig
